raythru1	1
raythru2	1
raythru3	1
raythru4	1
raythru5	1
raythru6	1
circle1	1
circle2	1
circle3	1
perpbisect1	1
intersection1	0
intersection3	0
intersection5	0
intersection6	0
intersection7	0
intersection8	0
intersection9	0
intersection17	0
intersection18	0
intersection19	0
intersection20	0
intersection21	0
intersection22	0
intersection26	0
intersection28	0
intersection29	0
intersection30	0
intersection31	0
intersection32	0
intersection56	0
intersection57	0
intersection58	0
intersection59	0
intersection76	0
intersection77	0
intersection78	0
intersection79	0
intersection81	0
intersection85	0
intersection86	0
intersection88	0
intersection89	0
intersection91	0
